component_id,type,name,performance_level
280_GPU,GPU,NVIDIA GeForce RTX 3060,High
280_RAM,RAM,16 GB,High
280_STORAGE,STORAGE,1024.0 GB,High
281_CPU,CPU,Intel Core i5 11th Gen,Low
281_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
281_RAM,RAM,8 GB,Low
281_STORAGE,STORAGE,512.0 GB,Low
282_CPU,CPU,Intel Core i3 11th Gen,Low
282_GPU,GPU,Intel Integrated UHD,Low
282_RAM,RAM,4 GB,Low
282_STORAGE,STORAGE,1280.0 GB,Low
283_CPU,CPU,Intel Core i7 12th Gen,High
283_GPU,GPU,NVIDIA GeForce RTX 3070 Ti,High
283_RAM,RAM,32 GB,High
283_STORAGE,STORAGE,1024.0 GB,High
284_CPU,CPU,Intel Core i5 11th Gen,Medium
284_GPU,GPU,NVIDIA GeForce MX330,Medium
284_RAM,RAM,16 GB,Medium
284_STORAGE,STORAGE,512.0 GB,Medium
285_CPU,CPU,Intel Core i5 11th Gen,Low
285_GPU,GPU,Intel Integrated UHD,Low
285_RAM,RAM,8 GB,Low
285_STORAGE,STORAGE,1280.0 GB,Low
286_CPU,CPU,Intel Core i3 10th Gen,Low
286_GPU,GPU,Intel Integrated UHD,Low
286_RAM,RAM,8 GB,Low
286_STORAGE,STORAGE,256.0 GB,Low
287_CPU,CPU,Intel Core i3 11th Gen,Low
287_GPU,GPU,Intel Integrated UHD,Low
287_RAM,RAM,8 GB,Low
287_STORAGE,STORAGE,256.0 GB,Low
288_CPU,CPU,AMD Ryzen 9 Octa Core 5th Gen,Extreme
288_GPU,GPU,AMD Radeon RX 6700M,Extreme
288_RAM,RAM,16 GB,Extreme
288_STORAGE,STORAGE,1024.0 GB,Extreme
289_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
289_GPU,GPU,AMD Radeon AMD,Low
289_RAM,RAM,8 GB,Low
289_STORAGE,STORAGE,512.0 GB,Low
290_CPU,CPU,AMD Ryzen 3 Dual Core,Low
290_GPU,GPU,AMD Radeon Radeon Graphics,Low
290_RAM,RAM,8 GB,Low
290_STORAGE,STORAGE,256.0 GB,Low
291_CPU,CPU,Intel Core i3 10th Gen,Low
291_GPU,GPU,Intel Integrated,Low
291_RAM,RAM,8 GB,Low
291_STORAGE,STORAGE,1024.0 GB,Low
292_CPU,CPU,AMD Ryzen 3 Quad Core,Low
292_GPU,GPU,AMD Radeon AMD,Low
292_RAM,RAM,8 GB,Low
292_STORAGE,STORAGE,512.0 GB,Low
293_CPU,CPU,Intel Core i3 10th Gen,Low
293_GPU,GPU,Intel Integrated UHD,Low
293_RAM,RAM,8 GB,Low
293_STORAGE,STORAGE,512.0 GB,Low
294_CPU,CPU,Intel Core i3 10th Gen,Low
294_GPU,GPU,Intel Integrated UHD Graphics,Low
294_RAM,RAM,4 GB,Low
294_STORAGE,STORAGE,256.0 GB,Low
295_CPU,CPU,Intel Core i5 11th Gen,High
295_GPU,GPU,Intel Integrated,High
295_RAM,RAM,8 GB,High
295_STORAGE,STORAGE,512.0 GB,High
296_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
296_GPU,GPU,AMD Radeon AMD,Low
296_RAM,RAM,8 GB,Low
296_STORAGE,STORAGE,512.0 GB,Low
297_CPU,CPU,AMD Ryzen 9 Octa Core 9th Gen,High
297_GPU,GPU,NVIDIA GeForce RTX RTX 3050,High
297_RAM,RAM,16 GB,High
297_STORAGE,STORAGE,1024.0 GB,High
298_CPU,CPU,Intel Core i3 11th Gen,Low
298_GPU,GPU,Intel Integrated,Low
298_RAM,RAM,8 GB,Low
298_STORAGE,STORAGE,1280.0 GB,Low
299_CPU,CPU,Intel Core i5 11th Gen,Low
299_GPU,GPU,Intel Integrated UHD,Low
299_RAM,RAM,8 GB,Low
299_STORAGE,STORAGE,512.0 GB,Low
300_CPU,CPU,Intel Core i7 11th Gen,Low
300_GPU,GPU,NVIDIA GeForce MX450,Low
300_RAM,RAM,8 GB,Low
300_STORAGE,STORAGE,512.0 GB,Low
301_CPU,CPU,Intel Core i3 11th Gen,Low
301_GPU,GPU,Intel Integrated UHD,Low
301_RAM,RAM,8 GB,Low
301_STORAGE,STORAGE,256.0 GB,Low
302_CPU,CPU,Intel Core i3 11th Gen,Low
302_GPU,GPU,Intel Integrated UHD,Low
302_RAM,RAM,8 GB,Low
302_STORAGE,STORAGE,512.0 GB,Low
303_CPU,CPU,Intel Core i5 11th Gen,Low
303_GPU,GPU,Intel Integrated Iris Xe,Low
303_RAM,RAM,8 GB,Low
303_STORAGE,STORAGE,512.0 GB,Low
304_CPU,CPU,Intel Core i3 11th Gen,Low
304_GPU,GPU,Intel Integrated UHD Graphics,Low
304_RAM,RAM,8 GB,Low
304_STORAGE,STORAGE,256.0 GB,Low
305_CPU,CPU,AMD Ryzen 3 Dual Core,Low
305_GPU,GPU,AMD Radeon,Low
305_RAM,RAM,8 GB,Low
305_STORAGE,STORAGE,512.0 GB,Low
306_CPU,CPU,Intel Pentium Quad Core,Low
306_GPU,GPU,Intel Integrated UHD,Low
306_RAM,RAM,8 GB,Low
306_STORAGE,STORAGE,256.0 GB,Low
307_CPU,CPU,Intel Pentium Quad Core,Low
307_GPU,GPU,Intel Integrated UHD,Low
307_RAM,RAM,8 GB,Low
307_STORAGE,STORAGE,256.0 GB,Low
308_CPU,CPU,Intel Core i3 10th Gen,Low
308_GPU,GPU,Intel Integrated DDR4,Low
308_RAM,RAM,4 GB,Low
308_STORAGE,STORAGE,1024.0 GB,Low
309_CPU,CPU,AMD Ryzen 7 Octa Core,High
309_GPU,GPU,NVIDIA GeForce GTX NVIDIA GeForce GTX 1650 4GB GDDR6,High
309_RAM,RAM,16 GB,High
309_STORAGE,STORAGE,512.0 GB,High
310_CPU,CPU,Intel Core i3 11th Gen,Low
310_GPU,GPU,Integrated,Low
310_RAM,RAM,4 GB,Low
310_STORAGE,STORAGE,1024.0 GB,Low
311_CPU,CPU,Intel Ryzen 7 Hexa Core,Medium
311_GPU,GPU,NVIDIA GeForce NVIDIA GeForce GTX 1650 4GB GDDR6,Medium
311_RAM,RAM,16 GB,Medium
311_STORAGE,STORAGE,512.0 GB,Medium
312_CPU,CPU,Intel Core i7 11th Gen,Low
312_GPU,GPU,Intel Integrated INTEL,Low
312_RAM,RAM,8 GB,Low
312_STORAGE,STORAGE,512.0 GB,Low
313_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
313_GPU,GPU,Intel Integrated Integrated AMD Radeon Graphics,Low
313_RAM,RAM,16 GB,Low
313_STORAGE,STORAGE,1024.0 GB,Low
314_CPU,CPU,Intel Core i5 11th Gen,Low
314_GPU,GPU,Intel Integrated Iris Xe,Low
314_RAM,RAM,16 GB,Low
314_STORAGE,STORAGE,512.0 GB,Low
315_CPU,CPU,Intel Core i3 10th Gen,Low
315_GPU,GPU,Intel Integrated,Low
315_RAM,RAM,8 GB,Low
315_STORAGE,STORAGE,512.0 GB,Low
316_CPU,CPU,Intel Core i7 11th Gen,Low
316_GPU,GPU,Intel Integrated,Low
316_RAM,RAM,16 GB,Low
316_STORAGE,STORAGE,512.0 GB,Low
317_CPU,CPU,Intel Core i3 11th Gen,Low
317_GPU,GPU,Intel Integrated,Low
317_RAM,RAM,8 GB,Low
317_STORAGE,STORAGE,512.0 GB,Low
318_CPU,CPU,Intel Core i7 11th Gen,Extreme
318_GPU,GPU,NVIDIA GeForce RTX RTX 3060,Extreme
318_RAM,RAM,16 GB,Extreme
318_STORAGE,STORAGE,1024.0 GB,Extreme
319_CPU,CPU,Intel Core i3 11th Gen,Low
319_GPU,GPU,Intel Integrated UHD,Low
319_RAM,RAM,8 GB,Low
319_STORAGE,STORAGE,512.0 GB,Low
320_CPU,CPU,Intel Core i3 11th Gen,Low
320_GPU,GPU,Intel Integrated UHD Graphics,Low
320_RAM,RAM,8 GB,Low
320_STORAGE,STORAGE,256.0 GB,Low
321_CPU,CPU,Intel Core i5 11th Gen,Low
321_GPU,GPU,Integrated,Low
321_RAM,RAM,8 GB,Low
321_STORAGE,STORAGE,1280.0 GB,Low
322_CPU,CPU,Intel Core i5 11th Gen,Low
322_GPU,GPU,Intel Integrated Iris Xe,Low
322_RAM,RAM,8 GB,Low
322_STORAGE,STORAGE,256.0 GB,Low
323_CPU,CPU,Intel Core i5 11th Gen,Low
323_GPU,GPU,Intel Integrated Iris Xe,Low
323_RAM,RAM,8 GB,Low
323_STORAGE,STORAGE,256.0 GB,Low
324_CPU,CPU,Intel Core i3 11th Gen,Low
324_GPU,GPU,Intel Integrated,Low
324_RAM,RAM,8 GB,Low
324_STORAGE,STORAGE,256.0 GB,Low
325_CPU,CPU,Intel Core i5 11th Gen,Low
325_GPU,GPU,Intel Integrated Iris Xe,Low
325_RAM,RAM,8 GB,Low
325_STORAGE,STORAGE,512.0 GB,Low
326_CPU,CPU,AMD Ryzen 5 Quad Core,Low
326_GPU,GPU,AMD Radeon AMD,Low
326_RAM,RAM,8 GB,Low
326_STORAGE,STORAGE,512.0 GB,Low
327_CPU,CPU,AMD Ryzen 9 Octa Core,High
327_GPU,GPU,NVIDIA GeForce RTX 3050 Ti,High
327_RAM,RAM,16 GB,High
327_STORAGE,STORAGE,512.0 GB,High
328_CPU,CPU,Intel Core i3 11th Gen,Low
328_GPU,GPU,Intel Integrated UHD,Low
328_RAM,RAM,4 GB,Low
328_STORAGE,STORAGE,256.0 GB,Low
329_CPU,CPU,AMD Ryzen 9 Octa Core,Extreme
329_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
329_RAM,RAM,16 GB,Extreme
329_STORAGE,STORAGE,1024.0 GB,Extreme
330_CPU,CPU,Intel Pentium Quad Core,Low
330_GPU,GPU,Intel Integrated UHD,Low
330_RAM,RAM,4 GB,Low
330_STORAGE,STORAGE,1024.0 GB,Low
331_CPU,CPU,Intel Core i5 11th Gen,Low
331_GPU,GPU,Intel Integrated Iris Xe,Low
331_RAM,RAM,8 GB,Low
331_STORAGE,STORAGE,512.0 GB,Low
332_CPU,CPU,Intel Core i3 11th Gen,Low
332_GPU,GPU,Intel Integrated UHD,Low
332_RAM,RAM,8 GB,Low
332_STORAGE,STORAGE,512.0 GB,Low
333_CPU,CPU,Intel Core i5 11th Gen,Low
333_GPU,GPU,Intel Integrated Iris Xe,Low
333_RAM,RAM,16 GB,Low
333_STORAGE,STORAGE,512.0 GB,Low
334_CPU,CPU,AMD Ryzen 9 Octa Core 11th Gen,Extreme
334_GPU,GPU,NVIDIA GeForce RTX RTX 3060 6GB Graphics,Extreme
334_RAM,RAM,16 GB,Extreme
334_STORAGE,STORAGE,1024.0 GB,Extreme
335_CPU,CPU,Intel Core i3 11th Gen,Low
335_GPU,GPU,Integrated,Low
335_RAM,RAM,8 GB,Low
335_STORAGE,STORAGE,1024.0 GB,Low
336_CPU,CPU,Intel Core i5 11th Gen,Low
336_GPU,GPU,Intel Integrated UHD,Low
336_RAM,RAM,8 GB,Low
336_STORAGE,STORAGE,256.0 GB,Low
337_CPU,CPU,AMD Ryzen 3 Dual Core,Low
337_GPU,GPU,AMD Radeon Radeon Graphics,Low
337_RAM,RAM,8 GB,Low
337_STORAGE,STORAGE,512.0 GB,Low
338_CPU,CPU,Intel Core i3 11th Gen,Low
338_GPU,GPU,Intel Integrated Intel UHD Graphics,Low
338_RAM,RAM,8 GB,Low
338_STORAGE,STORAGE,512.0 GB,Low
339_CPU,CPU,Intel Core i3 11th Gen,Low
339_GPU,GPU,Intel Integrated UHD Graphics,Low
339_RAM,RAM,8 GB,Low
339_STORAGE,STORAGE,1280.0 GB,Low
340_CPU,CPU,Intel Core i5 11th Gen,Low
340_GPU,GPU,Intel Integrated Iris Xe,Low
340_RAM,RAM,8 GB,Low
340_STORAGE,STORAGE,1280.0 GB,Low
341_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
341_GPU,GPU,AMD Radeon,Low
341_RAM,RAM,8 GB,Low
341_STORAGE,STORAGE,512.0 GB,Low
342_CPU,CPU,Intel Core i3 10th Gen,Low
342_GPU,GPU,Intel Integrated HD,Low
342_RAM,RAM,8 GB,Low
342_STORAGE,STORAGE,512.0 GB,Low
343_CPU,CPU,Intel Core i3 10th Gen,Low
343_GPU,GPU,Intel Integrated UHD,Low
343_RAM,RAM,8 GB,Low
343_STORAGE,STORAGE,1024.0 GB,Low
344_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
344_GPU,GPU,AMD Radeon AMD,Low
344_RAM,RAM,8 GB,Low
344_STORAGE,STORAGE,512.0 GB,Low
345_CPU,CPU,Intel Core i3 11th Gen,Low
345_GPU,GPU,Intel Integrated UHD,Low
345_RAM,RAM,8 GB,Low
345_STORAGE,STORAGE,1024.0 GB,Low
346_CPU,CPU,AMD Ryzen 3 Dual Core,Low
346_GPU,GPU,AMD Radeon Radeon Graphics,Low
346_RAM,RAM,8 GB,Low
346_STORAGE,STORAGE,512.0 GB,Low
347_CPU,CPU,Intel Core i5 11th Gen,Low
347_GPU,GPU,Intel Integrated UHD Graphics,Low
347_RAM,RAM,8 GB,Low
347_STORAGE,STORAGE,1280.0 GB,Low
348_CPU,CPU,AMD Ryzen 3 Dual Core,Low
348_GPU,GPU,AMD Radeon Radeon Graphics,Low
348_RAM,RAM,8 GB,Low
348_STORAGE,STORAGE,1024.0 GB,Low
349_CPU,CPU,Intel Core i5 11th Gen,Low
349_GPU,GPU,Intel Integrated UHD,Low
349_RAM,RAM,8 GB,Low
349_STORAGE,STORAGE,512.0 GB,Low
350_CPU,CPU,AMD Ryzen 3 Dual Core,Low
350_GPU,GPU,AMD Radeon Radeon Graphics,Low
350_RAM,RAM,8 GB,Low
350_STORAGE,STORAGE,256.0 GB,Low
351_CPU,CPU,Intel Core i3 11th Gen,Low
351_GPU,GPU,Intel Integrated UHD Graphics,Low
351_RAM,RAM,8 GB,Low
351_STORAGE,STORAGE,1280.0 GB,Low
352_CPU,CPU,Intel Core i5 11th Gen,Low
352_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
352_RAM,RAM,8 GB,Low
352_STORAGE,STORAGE,512.0 GB,Low
353_CPU,CPU,Intel Core i5 11th Gen,Medium
353_GPU,GPU,NVIDIA GeForce MX450,Medium
353_RAM,RAM,16 GB,Medium
353_STORAGE,STORAGE,512.0 GB,Medium
354_CPU,CPU,AMD Ryzen 5 Octa Core,Low
354_GPU,GPU,Intel Integrated,Low
354_RAM,RAM,8 GB,Low
354_STORAGE,STORAGE,1024.0 GB,Low
355_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
355_GPU,GPU,AMD Radeon,Low
355_RAM,RAM,8 GB,Low
355_STORAGE,STORAGE,512.0 GB,Low
356_CPU,CPU,Intel Core i3 10th Gen,Low
356_GPU,GPU,Intel Integrated UHD,Low
356_RAM,RAM,8 GB,Low
356_STORAGE,STORAGE,1024.0 GB,Low
357_CPU,CPU,Intel Core i3 10th Gen,Low
357_GPU,GPU,Intel Integrated,Low
357_RAM,RAM,4 GB,Low
357_STORAGE,STORAGE,256.0 GB,Low
358_CPU,CPU,Intel Core i5 11th Gen,Low
358_GPU,GPU,Intel Integrated Intel UHD Graphics,Low
358_RAM,RAM,8 GB,Low
358_STORAGE,STORAGE,512.0 GB,Low
359_CPU,CPU,Intel Core i3 11th Gen,Low
359_GPU,GPU,Intel Integrated UHD,Low
359_RAM,RAM,8 GB,Low
359_STORAGE,STORAGE,512.0 GB,Low
360_CPU,CPU,Intel Core i3 11th Gen,Low
360_GPU,GPU,Intel Integrated UHD,Low
360_RAM,RAM,8 GB,Low
360_STORAGE,STORAGE,512.0 GB,Low
361_CPU,CPU,Intel Core i5 11th Gen,Low
361_GPU,GPU,Intel Integrated Iris Xe,Low
361_RAM,RAM,8 GB,Low
361_STORAGE,STORAGE,512.0 GB,Low
362_CPU,CPU,Intel Core i3 11th Gen,Low
362_GPU,GPU,Intel Integrated UHD,Low
362_RAM,RAM,8 GB,Low
362_STORAGE,STORAGE,512.0 GB,Low
363_CPU,CPU,Intel Core i3 11th Gen,Low
363_GPU,GPU,Intel Integrated UHD,Low
363_RAM,RAM,8 GB,Low
363_STORAGE,STORAGE,512.0 GB,Low
364_CPU,CPU,Intel Core i5 11th Gen,Low
364_GPU,GPU,Intel Integrated Iris Xe,Low
364_RAM,RAM,16 GB,Low
364_STORAGE,STORAGE,512.0 GB,Low
365_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
365_GPU,GPU,AMD Radeon AMD,Low
365_RAM,RAM,8 GB,Low
365_STORAGE,STORAGE,512.0 GB,Low
366_CPU,CPU,Intel Core i3 11th Gen,Low
366_GPU,GPU,Intel Integrated UHD,Low
366_RAM,RAM,8 GB,Low
366_STORAGE,STORAGE,256.0 GB,Low
367_CPU,CPU,Intel Core i7 11th Gen,Low
367_GPU,GPU,Intel Integrated Intel Iris Xe Graphics,Low
367_RAM,RAM,16 GB,Low
367_STORAGE,STORAGE,512.0 GB,Low
368_CPU,CPU,Intel Core i3 11th Gen,Low
368_GPU,GPU,Intel Integrated UHD,Low
368_RAM,RAM,8 GB,Low
368_STORAGE,STORAGE,512.0 GB,Low
369_CPU,CPU,Intel Core i5 11th Gen,Low
369_GPU,GPU,Intel Integrated UHD,Low
369_RAM,RAM,8 GB,Low
369_STORAGE,STORAGE,512.0 GB,Low
370_CPU,CPU,Intel Core i5 11th Gen,Low
370_GPU,GPU,NVIDIA GeForce MX350,Low
370_RAM,RAM,8 GB,Low
370_STORAGE,STORAGE,512.0 GB,Low
371_CPU,CPU,Intel Core i5 11th Gen,Low
371_GPU,GPU,Intel Integrated UHD,Low
371_RAM,RAM,8 GB,Low
371_STORAGE,STORAGE,512.0 GB,Low
372_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
372_GPU,GPU,AMD Radeon,Medium
372_RAM,RAM,16 GB,Medium
372_STORAGE,STORAGE,512.0 GB,Medium
373_CPU,CPU,AMD Ryzen 3 Dual Core,Low
373_GPU,GPU,AMD Radeon Radeon Graphics,Low
373_RAM,RAM,8 GB,Low
373_STORAGE,STORAGE,1024.0 GB,Low
374_CPU,CPU,Intel Core i3 10th Gen,Low
374_GPU,GPU,Intel Integrated UHD,Low
374_RAM,RAM,8 GB,Low
374_STORAGE,STORAGE,512.0 GB,Low
375_CPU,CPU,AMD Ryzen 5 Quad Core,Low
375_GPU,GPU,AMD Radeon VEGA GRAPHICS,Low
375_RAM,RAM,8 GB,Low
375_STORAGE,STORAGE,1280.0 GB,Low
376_CPU,CPU,Intel Core i3 11th Gen,Low
376_GPU,GPU,Intel Integrated UHD,Low
376_RAM,RAM,8 GB,Low
376_STORAGE,STORAGE,512.0 GB,Low
377_CPU,CPU,Intel Core i5 11th Gen,Low
377_GPU,GPU,Intel Integrated UHD,Low
377_RAM,RAM,8 GB,Low
377_STORAGE,STORAGE,1280.0 GB,Low
378_CPU,CPU,AMD Ryzen 3 Dual Core,Low
378_GPU,GPU,AMD Radeon AMD,Low
378_RAM,RAM,8 GB,Low
378_STORAGE,STORAGE,256.0 GB,Low
379_CPU,CPU,Intel Core i5 11th Gen,Low
379_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
379_RAM,RAM,8 GB,Low
379_STORAGE,STORAGE,512.0 GB,Low
380_CPU,CPU,Intel Pentium Quad Core,Low
380_GPU,GPU,Intel Integrated UHD,Low
380_RAM,RAM,4 GB,Low
380_STORAGE,STORAGE,256.0 GB,Low
381_CPU,CPU,Intel Core i3 11th Gen,Low
381_GPU,GPU,Intel Integrated UHD,Low
381_RAM,RAM,4 GB,Low
381_STORAGE,STORAGE,1280.0 GB,Low
382_CPU,CPU,Intel Core i5 11th Gen,Low
382_GPU,GPU,Intel Integrated UHD Graphics,Low
382_RAM,RAM,8 GB,Low
382_STORAGE,STORAGE,256.0 GB,Low
383_CPU,CPU,Intel Core i3 11th Gen,Low
383_GPU,GPU,Intel Integrated UHD,Low
383_RAM,RAM,8 GB,Low
383_STORAGE,STORAGE,256.0 GB,Low
384_CPU,CPU,Intel Core i5 11th Gen,Low
384_GPU,GPU,NVIDIA GeForce MX350,Low
384_RAM,RAM,16 GB,Low
384_STORAGE,STORAGE,512.0 GB,Low
385_CPU,CPU,Intel Core i3 10th Gen,Low
385_GPU,GPU,Intel Integrated HD,Low
385_RAM,RAM,4 GB,Low
385_STORAGE,STORAGE,1280.0 GB,Low
386_CPU,CPU,AMD Ryzen 5 Quad Core,Low
386_GPU,GPU,AMD Radeon,Low
386_RAM,RAM,8 GB,Low
386_STORAGE,STORAGE,256.0 GB,Low
387_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
387_GPU,GPU,AMD Radeon,Low
387_RAM,RAM,8 GB,Low
387_STORAGE,STORAGE,512.0 GB,Low
388_CPU,CPU,Intel Core i3 11th Gen,Low
388_GPU,GPU,Intel Integrated UHD,Low
388_RAM,RAM,8 GB,Low
388_STORAGE,STORAGE,256.0 GB,Low
389_CPU,CPU,AMD Ryzen 3 Dual Core,Low
389_GPU,GPU,AMD Radeon Radeon Graphics,Low
389_RAM,RAM,8 GB,Low
389_STORAGE,STORAGE,256.0 GB,Low
390_CPU,CPU,AMD Ryzen 3 Dual Core,Low
390_GPU,GPU,AMD Radeon Radeon Graphics,Low
390_RAM,RAM,8 GB,Low
390_STORAGE,STORAGE,1280.0 GB,Low
391_CPU,CPU,Intel Core i5 11th Gen,Low
391_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
391_RAM,RAM,16 GB,Low
391_STORAGE,STORAGE,512.0 GB,Low
392_CPU,CPU,Intel Core i3 11th Gen,Low
392_GPU,GPU,Intel Integrated UHD,Low
392_RAM,RAM,8 GB,Low
392_STORAGE,STORAGE,1280.0 GB,Low
393_CPU,CPU,AMD Ryzen 5 Quad Core,Low
393_GPU,GPU,AMD Radeon,Low
393_RAM,RAM,8 GB,Low
393_STORAGE,STORAGE,512.0 GB,Low
394_CPU,CPU,Intel Core i5 11th Gen,Low
394_GPU,GPU,Intel Integrated Intel Iris Xe Graphics,Low
394_RAM,RAM,16 GB,Low
394_STORAGE,STORAGE,512.0 GB,Low
395_CPU,CPU,Intel Core i5 11th Gen,Medium
395_GPU,GPU,NVIDIA GeForce DDR5,Medium
395_RAM,RAM,16 GB,Medium
395_STORAGE,STORAGE,512.0 GB,Medium
396_CPU,CPU,Intel Core i3 11th Gen,Low
396_GPU,GPU,Intel Integrated Intel UHD,Low
396_RAM,RAM,8 GB,Low
396_STORAGE,STORAGE,512.0 GB,Low
397_CPU,CPU,Intel Core i5 10th Gen,Medium
397_GPU,GPU,NVIDIA GeForce GTX NVIDIA(R) GeForce GTX(R) 1650 Ti 4GB GDDR6,Medium
397_RAM,RAM,8 GB,Medium
397_STORAGE,STORAGE,512.0 GB,Medium
398_CPU,CPU,AMD Ryzen 5 Quad Core,Low
398_GPU,GPU,AMD Radeon Vega 8,Low
398_RAM,RAM,8 GB,Low
398_STORAGE,STORAGE,1280.0 GB,Low
399_CPU,CPU,Intel Core i5 11th Gen,Low
399_GPU,GPU,Intel Integrated,Low
399_RAM,RAM,8 GB,Low
399_STORAGE,STORAGE,1280.0 GB,Low
400_CPU,CPU,Intel Core i3 11th Gen,Low
400_GPU,GPU,Intel Integrated UHD,Low
400_RAM,RAM,8 GB,Low
400_STORAGE,STORAGE,1024.0 GB,Low
401_CPU,CPU,Intel Core i5 11th Gen,Low
401_GPU,GPU,Intel Integrated Iris Xe,Low
401_RAM,RAM,8 GB,Low
401_STORAGE,STORAGE,1280.0 GB,Low
402_CPU,CPU,Intel Core i5 11th Gen,Low
402_GPU,GPU,Intel Integrated Iris Xe,Low
402_RAM,RAM,16 GB,Low
402_STORAGE,STORAGE,512.0 GB,Low
403_CPU,CPU,Intel Core i5 11th Gen,Low
403_GPU,GPU,Intel Integrated Iris Xe,Low
403_RAM,RAM,16 GB,Low
403_STORAGE,STORAGE,512.0 GB,Low
404_CPU,CPU,Intel Core i3 11th Gen,Low
404_GPU,GPU,Intel Integrated UHD,Low
404_RAM,RAM,8 GB,Low
404_STORAGE,STORAGE,256.0 GB,Low
405_CPU,CPU,Intel Core i5 11th Gen,Low
405_GPU,GPU,Intel Integrated Iris Xe,Low
405_RAM,RAM,16 GB,Low
405_STORAGE,STORAGE,512.0 GB,Low
406_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
406_GPU,GPU,AMD Radeon AMD,Low
406_RAM,RAM,8 GB,Low
406_STORAGE,STORAGE,1280.0 GB,Low
407_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
407_GPU,GPU,AMD Radeon AMD,Low
407_RAM,RAM,8 GB,Low
407_STORAGE,STORAGE,1280.0 GB,Low
408_CPU,CPU,Intel Core i3 11th Gen,Low
408_GPU,GPU,Intel Integrated,Low
408_RAM,RAM,8 GB,Low
408_STORAGE,STORAGE,1024.0 GB,Low
409_CPU,CPU,Intel Core i3 11th Gen,Low
409_GPU,GPU,Intel Integrated UHD,Low
409_RAM,RAM,8 GB,Low
409_STORAGE,STORAGE,512.0 GB,Low
410_CPU,CPU,Intel Core i5 11th Gen,Low
410_GPU,GPU,Intel Integrated Iris Xe,Low
410_RAM,RAM,16 GB,Low
410_STORAGE,STORAGE,1280.0 GB,Low
411_CPU,CPU,Intel Core i3 11th Gen,Low
411_GPU,GPU,Intel Integrated UHD,Low
411_RAM,RAM,8 GB,Low
411_STORAGE,STORAGE,256.0 GB,Low
412_CPU,CPU,Intel Core i7 11th Gen,Low
412_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
412_RAM,RAM,16 GB,Low
412_STORAGE,STORAGE,512.0 GB,Low
413_CPU,CPU,AMD Ryzen 7 Quad Core 3rd Gen,Low
413_GPU,GPU,AMD Radeon AMD,Low
413_RAM,RAM,16 GB,Low
413_STORAGE,STORAGE,512.0 GB,Low
414_CPU,CPU,Intel Core i3 10th Gen,Low
414_GPU,GPU,Intel Integrated UHD,Low
414_RAM,RAM,8 GB,Low
414_STORAGE,STORAGE,256.0 GB,Low
415_CPU,CPU,Intel Core i3 10th Gen,Low
415_GPU,GPU,Intel Integrated HD,Low
415_RAM,RAM,4 GB,Low
415_STORAGE,STORAGE,1024.0 GB,Low
416_CPU,CPU,Intel Core i3 10th Gen,Low
416_GPU,GPU,Intel Integrated UHD,Low
416_RAM,RAM,8 GB,Low
416_STORAGE,STORAGE,256.0 GB,Low
417_CPU,CPU,Intel Core i3 11th Gen,Low
417_GPU,GPU,Intel Integrated Intel UHD,Low
417_RAM,RAM,8 GB,Low
417_STORAGE,STORAGE,256.0 GB,Low
418_CPU,CPU,AMD Ryzen 7 Octa Core 5th Gen,High
418_GPU,GPU,NVIDIA GeForce RTX RTX 3050,High
418_RAM,RAM,16 GB,High
418_STORAGE,STORAGE,1024.0 GB,High
419_CPU,CPU,Intel Core i9 11th Gen,Extreme
419_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
419_RAM,RAM,16 GB,Extreme
419_STORAGE,STORAGE,1024.0 GB,Extreme
420_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
420_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
420_RAM,RAM,8 GB,Medium
420_STORAGE,STORAGE,512.0 GB,Medium
421_CPU,CPU,Intel Core i3 11th Gen,Low
421_GPU,GPU,Intel Integrated UHD,Low
421_RAM,RAM,8 GB,Low
421_STORAGE,STORAGE,256.0 GB,Low
422_CPU,CPU,AMD Ryzen 3 Dual Core,Low
422_GPU,GPU,AMD Radeon Vega 8,Low
422_RAM,RAM,8 GB,Low
422_STORAGE,STORAGE,1024.0 GB,Low
423_CPU,CPU,Intel Core i7 11th Gen,Low
423_GPU,GPU,Integrated,Low
423_RAM,RAM,16 GB,Low
423_STORAGE,STORAGE,1024.0 GB,Low
424_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
